country,team_code,placement,position,matches_played,gs,ga,start_elo,finish_elo,elo_change,next_edition,next_placement,next_position
Brazil,BRA,Winner,1,7,18,4,1867,2069,202,2006,Quarter-final,8
Germany,DEU,Runner-up,2,7,14,3,1870,1960,90,2006,Third Place,3
Turkey,TUR,Third Place,3,7,10,6,1756,1871,115,,,
South Korea,KOR,Fourth Place,4,7,8,6,1735,1781,46,2006,Group Stage,32
England,ENG,Quarter-final,8,5,6,3,1924,1962,38,2006,Quarter-final,8
Senegal,SEN,Quarter-final,8,5,7,6,1698,1779,81,2018,Group Stage,32
Spain,ESP,Quarter-final,8,5,10,5,1963,1992,29,2006,Round of 16,16
United States,USA,Quarter-final,8,5,7,7,1808,1824,16,2006,Group Stage,32
Belgium,BEL,Round of 16,16,4,6,7,1837,1822,-15,2014,Quarter-final,8
Denmark,DNK,Round of 16,16,4,5,5,1861,1887,26,2010,Group Stage,32
Italy,ITA,Round of 16,16,4,5,5,2008,1935,-73,2006,Winner,1
Japan,JPN,Round of 16,16,4,5,3,1848,1825,-23,2006,Group Stage,32
Mexico,MEX,Round of 16,16,4,4,4,1832,1834,2,2006,Round of 16,16
Paraguay,PRY,Round of 16,16,4,6,7,1731,1735,4,2006,Group Stage,32
Republic of Ireland,IRL,Round of 16,16,4,6,3,1873,1903,30,,,
Sweden,SWE,Round of 16,16,4,5,5,1866,1858,-8,2006,Round of 16,16
Argentina,ARG,Group Stage,32,3,2,2,2020,1984,-36,2006,Quarter-final,8
Cameroon,CMR,Group Stage,32,3,2,3,1810,1793,-17,2010,Group Stage,32
China PR,,Group Stage,32,3,0,9,1698,1599,-99,,,
Costa Rica,CRI,Group Stage,32,3,5,6,1792,1753,-39,2006,Group Stage,32
Croatia,HRV,Group Stage,32,3,2,3,1881,1846,-35,2006,Group Stage,32
Ecuador,ECU,Group Stage,32,3,2,4,1728,1740,12,2006,Round of 16,16
France,FRA,Group Stage,32,3,0,3,2093,1957,-136,2006,Runner-up,2
Nigeria,NGA,Group Stage,32,3,1,3,1765,1751,-14,2010,Group Stage,32
Poland,POL,Group Stage,32,3,3,7,1735,1745,10,2006,Group Stage,32
Portugal,PRT,Group Stage,32,3,6,4,1978,1920,-58,2006,Fourth Place,4
Russia,RUS,Group Stage,32,3,4,4,1801,1776,-25,2014,Group Stage,32
Saudi Arabia,SAU,Group Stage,32,3,0,12,1696,1640,-56,2006,Group Stage,32
Slovenia,SVN,Group Stage,32,3,2,7,1745,1646,-99,2010,Group Stage,32
South Africa,ZAF,Group Stage,32,3,5,5,1641,1677,36,2010,Group Stage,32
Tunisia,TUN,Group Stage,32,3,1,5,1618,1603,-15,2006,Group Stage,32
Uruguay,URY,Group Stage,32,3,4,5,1811,1800,-11,2010,Fourth Place,4
